id,name,createdOn,createdBy,etag,type,currentVersion,parentId,benefactorId,projectId,modifiedOn,modifiedBy,dataFileHandleId,dataFileSizeBytes,dataFileMD5Hex,Component,Uuid,age,ageUnit,aliquotID,assay,cellType,comments,dataSubtype,dataType,diagnosis,dissociationMethod,eTag,entityId,experimentalCondition,experimentalTimepoint,fileFormat,fundingAgency,genePerturbationTechnology,genePerturbationType,genePerturbed,individualID,initiative,isCellLine,isPrimaryCell,isStranded,libraryPrep,libraryPreparationMethod,modelSystemName,nf1Genotype,nf2Genotype,nucleicAcidSource,organ,parentSpecimenID,platform,progressReportNumber,readDepth,readLength,readPair,readPairOrientation,readStrandOrigin,resourceType,runType,sex,species,specimenID,specimenPreparationMethod,studyId,timePointUnit,tissue,transplantationRecipientSpecies,transplantationType,tumorType,studyName
syn33396098,GSM5420951,1658525844582,3342573,ce90358c-cfd7-4ef2-bef0-8e886d48b529,file,1,syn33393859,syn11681835,syn11681835,1679363130105,3421893,99505773,NA,NA,GenomicsAssayTemplateExtended,2b47d10b-9056-48d9-a33f-b6234b6936a2,NA,NA,NA,RNA-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11364657,raw,geneExpression,Neurofibromatosis type 1,NA,NA,syn33396098,PBS,4,fastq,NTAP,CRISPR,knockdown,SUZ12,sgSUZ12_PBS_rep1,Francis S. Collins Scholars Program,Yes,NA,Yes,polyAselection,TruSeq,M3 MPNST,-/-,Unknown,bulk cell,NA,NA,Illumina HiSeq 2500,6,NA,50,NA,NA,NA,experimentalData,pairedEnd,Unknown,Homo sapiens,sgSUZ12_PBS_rep1,Fresh collected,syn11681835,days,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33396101,GSM5420952,1658525846428,3342573,04945f7b-fbd7-48fd-ad29-b55bddbde531,file,1,syn33393859,syn11681835,syn11681835,1679363130167,3421893,99505776,NA,NA,GenomicsAssayTemplateExtended,7d135322-eb93-438f-b1ec-89a48b8d2699,NA,NA,NA,RNA-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11364658,raw,geneExpression,Neurofibromatosis type 1,NA,NA,syn33396101,PBS,4,fastq,NTAP,CRISPR,knockdown,SUZ12,sgSUZ12_PBS_rep2,Francis S. Collins Scholars Program,Yes,NA,Yes,polyAselection,TruSeq,M3 MPNST,-/-,Unknown,bulk cell,NA,NA,Illumina HiSeq 2500,6,NA,50,NA,NA,NA,experimentalData,pairedEnd,Unknown,Homo sapiens,sgSUZ12_PBS_rep2,Fresh collected,syn11681835,days,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33396103,GSM5420953,1658525847886,3342573,e860f93f-169a-454c-b117-2bbe6f61dd61,file,1,syn33393859,syn11681835,syn11681835,1679363130229,3421893,99505778,NA,NA,GenomicsAssayTemplateExtended,73245832-1488-4a3e-926a-ef0a8958d21a,NA,NA,NA,RNA-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11364659,raw,geneExpression,Neurofibromatosis type 1,NA,NA,syn33396103,4000 nM GSK862,4,fastq,NTAP,CRISPR,knockdown,SUZ12,sgSUZ12_GSK862_rep1,Francis S. Collins Scholars Program,Yes,NA,Yes,polyAselection,TruSeq,M3 MPNST,-/-,Unknown,bulk cell,NA,NA,Illumina HiSeq 2500,6,NA,50,NA,NA,NA,experimentalData,pairedEnd,Unknown,Homo sapiens,sgSUZ12_GSK862_rep1,Fresh collected,syn11681835,days,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33396106,GSM5420954,1658525849701,3342573,e90aecdf-1ebd-48a4-9991-fc2c57edf39f,file,1,syn33393859,syn11681835,syn11681835,1679363130296,3421893,99505781,NA,NA,GenomicsAssayTemplateExtended,58dd81cc-e217-48f3-8222-4fedc3ce6795,NA,NA,NA,RNA-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11364660,raw,geneExpression,Neurofibromatosis type 1,NA,NA,syn33396106,4000 nM GSK862,4,fastq,NTAP,CRISPR,knockdown,SUZ12,sgSUZ12_GSK862_rep2,Francis S. Collins Scholars Program,Yes,NA,Yes,polyAselection,TruSeq,M3 MPNST,-/-,Unknown,bulk cell,NA,NA,Illumina HiSeq 2500,6,NA,50,NA,NA,NA,experimentalData,pairedEnd,Unknown,Homo sapiens,sgSUZ12_GSK862_rep2,Fresh collected,syn11681835,days,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33396108,GSM5420955,1658525851649,3342573,dede3acf-8910-4830-a8d2-6c3bddcb32c8,file,1,syn33393859,syn11681835,syn11681835,1679363130358,3421893,99505783,NA,NA,GenomicsAssayTemplateExtended,5d0dc52e-1e58-423a-a352-b2a966aec5da,NA,NA,NA,RNA-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11364661,raw,geneExpression,Neurofibromatosis type 1,NA,NA,syn33396108,50 nM Decitabine (DAC),4,fastq,NTAP,CRISPR,knockdown,SUZ12,sgSUZ12_DAC_rep1,Francis S. Collins Scholars Program,Yes,NA,Yes,polyAselection,TruSeq,M3 MPNST,-/-,Unknown,bulk cell,NA,NA,Illumina HiSeq 2500,6,NA,50,NA,NA,NA,experimentalData,pairedEnd,Unknown,Homo sapiens,sgSUZ12_DAC_rep1,Fresh collected,syn11681835,days,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33396109,GSM5420956,1658525853692,3342573,2945136a-ab92-4b20-8908-43dd9b45a660,file,1,syn33393859,syn11681835,syn11681835,1679363130417,3421893,99505784,NA,NA,GenomicsAssayTemplateExtended,4e7f31cb-3873-473a-8a70-251a841e2f23,NA,NA,NA,RNA-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11364662,raw,geneExpression,Neurofibromatosis type 1,NA,NA,syn33396109,50 nM Decitabine (DAC),4,fastq,NTAP,CRISPR,knockdown,SUZ12,sgSUZ12_DAC_rep2,Francis S. Collins Scholars Program,Yes,NA,Yes,polyAselection,TruSeq,M3 MPNST,-/-,Unknown,bulk cell,NA,NA,Illumina HiSeq 2500,6,NA,50,NA,NA,NA,experimentalData,pairedEnd,Unknown,Homo sapiens,sgSUZ12_DAC_rep2,Fresh collected,syn11681835,days,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141223,SRR15054290_1.fastq.gz,1702327777312,3342573,e56325d4-b900-4909-998d-e5ea79e093cd,file,1,syn33393859,syn11681835,syn11681835,1702836096469,3421893,131500978,1276460945,8f2418a1bea6e633e5242da0e707851f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141228,SRR15054290_2.fastq.gz,1702327814643,3342573,399caba3-b4a5-46bc-ac4a-365cef03105b,file,1,syn33393859,syn11681835,syn11681835,1702836096560,3421893,131500981,1298346239,d764f405b6376273aa1c64522675fbd3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141230,SRR15054292_1.fastq.gz,1702327833506,3342573,0ad15331-ca4f-4e6b-883c-5c01022925e7,file,1,syn33393859,syn11681835,syn11681835,1702836096645,3421893,131500983,1034505125,fc48ed1dfbcf233677dcf79377b395c4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141231,SRR15054292_2.fastq.gz,1702327856376,3342573,6dfb1096-de1a-4535-83f6-9d415189b07f,file,1,syn33393859,syn11681835,syn11681835,1702836096687,3421893,131500990,1044913269,84eb4f14068a9f4d6b42a12e740c6e7e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141236,SRR15054285_1.fastq.gz,1702327884724,3342573,325e339c-5eac-4d4f-b3ba-8a72ee8e920c,file,1,syn33393859,syn11681835,syn11681835,1702836096784,3421893,131500993,1179976832,68e5f9fd397c24be3c6f14bfa484ab66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141238,SRR15054285_2.fastq.gz,1702327923921,3342573,71f69b38-bc42-4725-9048-06c77a013b07,file,1,syn33393859,syn11681835,syn11681835,1702836096882,3421893,131500997,1199081598,0269da81d31d32a9e7d2b630082c8d85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141241,SRR15054287_1.fastq.gz,1702327950848,3342573,efbd6b4f-b894-4592-a0aa-1076a6a445ce,file,1,syn33393859,syn11681835,syn11681835,1702836097019,3421893,131501000,1132851775,cc1c3ed7d3a14641105908bcce31b46a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141248,SRR15054287_2.fastq.gz,1702328016093,3342573,3fb8169b-5b19-4212-9235-43c75a4a1c57,file,1,syn33393859,syn11681835,syn11681835,1702836097161,3421893,131501010,1144883020,155435d08e0268313907b84211493668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141264,SRR15054288_1.fastq.gz,1702328055117,3342573,01c77f9d-e777-47dd-a42e-d5a8783c2612,file,1,syn33393859,syn11681835,syn11681835,1702836097392,3421893,131501026,1257424968,c272a6f47c871583b1180bf31c737333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141271,SRR15054288_2.fastq.gz,1702328113911,3342573,2cd8cc9c-6c24-4051-8aa0-5548371ef928,file,1,syn33393859,syn11681835,syn11681835,1702836097578,3421893,131501031,1271358185,b9d4a7fae904be7b59f011650ac2a0d8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141278,SRR15054286_1.fastq.gz,1702328162360,3342573,842dad3b-24c6-4e11-9b6b-873d55706153,file,1,syn33393859,syn11681835,syn11681835,1702836097726,3421893,131501040,1171558470,7a5f880e28302be90c1b037e8a91daf6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141283,SRR15054286_2.fastq.gz,1702328212886,3342573,728fd1f8-f5b7-4a72-8403-474fc7d84603,file,1,syn33393859,syn11681835,syn11681835,1702836097913,3421893,131501046,1214791597,64b84ac06d0237ba862b90c90118db0d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141287,SRR15054289_1.fastq.gz,1702328259070,3342573,30923ec9-e5ce-4c1a-b973-acb3867567d8,file,1,syn33393859,syn11681835,syn11681835,1702836098098,3421893,131501052,1250943519,a64cfb0f8602f78ba37335aa54af5541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141291,SRR15054289_2.fastq.gz,1702328321063,3342573,2ad15258-9e4d-4bbd-a933-7443a9d4aaa5,file,1,syn33393859,syn11681835,syn11681835,1702836098280,3421893,131501056,1269607451,97674e78377e0f34df97ca15d24f73e0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141297,SRR15054291_1.fastq.gz,1702328358231,3342573,34b27816-940c-4b92-b45b-65b3ac6ee27f,file,1,syn33393859,syn11681835,syn11681835,1702836098464,3421893,131501065,1175319806,503a16e38312c36b9f1e2972b7de6230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
