id,name,createdOn,createdBy,etag,type,currentVersion,parentId,benefactorId,projectId,modifiedOn,modifiedBy,dataFileHandleId,dataFileSizeBytes,dataFileMD5Hex,Component,Uuid,age,ageUnit,aliquotID,assay,cellType,comments,dataSubtype,dataType,diagnosis,dissociationMethod,eTag,entityId,experimentalCondition,experimentalTimepoint,fileFormat,fundingAgency,genePerturbationTechnology,genePerturbationType,genePerturbed,individualID,initiative,isCellLine,isPrimaryCell,isStranded,libraryPrep,libraryPreparationMethod,modelSystemName,nf1Genotype,nf2Genotype,nucleicAcidSource,organ,parentSpecimenID,platform,progressReportNumber,readDepth,readLength,readPair,readPairOrientation,readStrandOrigin,resourceType,runType,sex,species,specimenID,specimenPreparationMethod,studyId,timePointUnit,tissue,transplantationRecipientSpecies,transplantationType,tumorType,studyName
syn33395958,GSM5429651,1658525565042,3342573,6bcdb80c-6296-4e18-b428-fb7f72c1cbef,file,1,syn33394051,syn11681835,syn11681835,1679363129384,3421893,99505633,NA,NA,GenomicsAssayTemplateExtended,a47d0956-d220-4bed-ad77-e2e5bc277002,NA,NA,NA,RNA-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11377292,raw,geneExpression,NA,NA,NA,syn33395958,NA,NA,fastq,NTAP,CRISPR,knockout,EED,AT3 sgEed-2 tumor 3,Francis S. Collins Scholars Program,Yes,Yes,NA,NA,NA,C57BL/6J,+/+,NA,NA,mammary gland,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,AT3 sgEed-2 tumor 3,Flash frozen,syn11681835,NA,CDX tissue,Mus musculus,xenograft,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395959,GSM5429652,1658525566672,3342573,4478cb8a-eb76-412e-9d51-68dc473d4aec,file,1,syn33394051,syn11681835,syn11681835,1679363129447,3421893,99505634,NA,NA,GenomicsAssayTemplateExtended,c658b94a-f833-4dff-a397-0e2ce0434d4c,NA,NA,NA,RNA-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11377293,raw,geneExpression,NA,NA,NA,syn33395959,NA,NA,fastq,NTAP,CRISPR,knockout,EED,AT3 sgEed-2 tumor 4,Francis S. Collins Scholars Program,Yes,Yes,NA,NA,NA,C57BL/6J,+/+,NA,NA,mammary gland,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,AT3 sgEed-2 tumor 4,Flash frozen,syn11681835,NA,CDX tissue,Mus musculus,xenograft,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn35558734,synapse_storage_manifest.csv,1661984646172,3342573,8b56ffca-c729-4033-aab9-dd7cef27259f,file,1,syn33394051,syn11681835,syn11681835,1662419024723,3423450,102697476,6188,b33cfe16ef0e1ef75523e6b597ab3df0,GenomicsAssayTemplateExtended,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eeb40f43-44b5-4c3c-8659-c3eba4e8fc8e,syn35558734,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141476,SRR15067142.fastq.gz,1702333698393,3342573,1505a341-08b7-4a76-9811-665e753dd6bc,file,1,syn33394051,syn11681835,syn11681835,1702836103559,3421893,131501884,496045444,f472d5280415e98b4b77d58e9a742695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141477,SRR15067143.fastq.gz,1702333706486,3342573,e3149223-c854-4fec-8162-06484889299c,file,1,syn33394051,syn11681835,syn11681835,1702836103611,3421893,131501891,491132453,4afd005e4c1e6071bed28e730c4c3ab9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141478,SRR15067144.fastq.gz,1702333714121,3342573,2783a2c4-b4b2-423a-a841-05e9dd6a4609,file,1,syn33394051,syn11681835,syn11681835,1702836103657,3421893,131501896,493805767,364da1dd3a1d09a7feea8c21c06b87ec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141479,SRR15067145.fastq.gz,1702333722544,3342573,25add456-fa7d-43f8-82ca-08ae70ed8446,file,1,syn33394051,syn11681835,syn11681835,1702836103702,3421893,131501902,491085472,16876e76661b12b80668f36b167d6781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141480,SRR15067146.fastq.gz,1702333729419,3342573,bd2226aa-d286-4638-bed2-6ddbd3e6239a,file,1,syn33394051,syn11681835,syn11681835,1702836103748,3421893,131501907,461939679,291111ef789a1ffa23313298df1d2ab6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141482,SRR15067147.fastq.gz,1702333737087,3342573,10a5c82b-c2e4-4a74-b549-287580762f28,file,1,syn33394051,syn11681835,syn11681835,1702836103798,3421893,131501914,458060670,f46597828e04b2fd5fef41813d88a81e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141483,SRR15067148.fastq.gz,1702333744115,3342573,fd3e739e-e3f5-4608-ad20-fe1808d04762,file,1,syn33394051,syn11681835,syn11681835,1702836103849,3421893,131501919,460270126,4bab6b4ab6994dbff37f1e385038a1f2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141484,SRR15067149.fastq.gz,1702333750692,3342573,7bb7f5c4-ba30-4ff6-85e7-73aae69f5a51,file,1,syn33394051,syn11681835,syn11681835,1702836103902,3421893,131501923,463538092,4043342de357503e2c85d32eae29786a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141485,SRR15067150.fastq.gz,1702333758197,3342573,ebba710f-a0e7-443f-b17b-0bdaa6db9761,file,1,syn33394051,syn11681835,syn11681835,1702836103945,3421893,131501928,478709753,060392cb8362380907decc03030a83c7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141486,SRR15067151.fastq.gz,1702333765407,3342573,b10b1547-70c2-4dbc-94a3-aa7294e24845,file,1,syn33394051,syn11681835,syn11681835,1702836104014,3421893,131501932,480719400,d9cf1d6828d3904a3aa79b0c38186f40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141487,SRR15067152.fastq.gz,1702333772507,3342573,171a7f0f-e088-4e8a-a748-ffc083e83b22,file,1,syn33394051,syn11681835,syn11681835,1702836104063,3421893,131501938,474180019,46778c6cff90e0fd89327655a0b013ef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141488,SRR15067153.fastq.gz,1702333779576,3342573,7188f5b1-9075-4c03-aba1-fb757b88bb5a,file,1,syn33394051,syn11681835,syn11681835,1702836104108,3421893,131501943,484742526,c969c272230b502031eaccca074901a9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141489,SRR15067154.fastq.gz,1702333786815,3342573,63ea8b0b-74be-4edb-abab-d139153856e1,file,1,syn33394051,syn11681835,syn11681835,1702836104152,3421893,131501948,478574818,17903a99fe87af7bf702d5164cf7a1fb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141490,SRR15067155.fastq.gz,1702333793904,3342573,39f18c35-c19f-4c9e-aa34-024ee0df0c65,file,1,syn33394051,syn11681835,syn11681835,1702836104198,3421893,131501953,480326328,cb38754a8c1810ce8972eac56cd8c641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141491,SRR15067156.fastq.gz,1702333801042,3342573,f50cda4a-7e71-40c4-a35a-d0420fe924f7,file,1,syn33394051,syn11681835,syn11681835,1702836104244,3421893,131501958,475411373,1e5e3f80958b45223a39d8a037c46728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141492,SRR15067157.fastq.gz,1702333809842,3342573,ba32dca0-c218-49ba-a076-3eef08bb89dd,file,1,syn33394051,syn11681835,syn11681835,1702836104291,3421893,131501965,486038139,1dad292b5347459d7a12d5a4bc2d6d81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141493,SRR15067158.fastq.gz,1702333824551,3342573,93471262-eb24-4023-afcc-27c2fac336f0,file,1,syn33394051,syn11681835,syn11681835,1702836104336,3421893,131501983,1001340807,9e57df7a5cd4c07a00af0ee084f79981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141495,SRR15067159.fastq.gz,1702333841675,3342573,4c825520-a95d-484b-9b63-2bffceaa0c1f,file,1,syn33394051,syn11681835,syn11681835,1702836104384,3421893,131502000,1109253253,e6dc914e19c294644d56489dbc22617b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141496,SRR15067160.fastq.gz,1702333849709,3342573,d5a6ed16-3fdc-49cd-a891-124835538e65,file,1,syn33394051,syn11681835,syn11681835,1702836104431,3421893,131502005,532605168,2878c19e7a07ec0d0179460ddcef93ab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141497,SRR15067161.fastq.gz,1702333858021,3342573,76b18a56-6dd6-4077-be13-3251c45c5b5b,file,1,syn33394051,syn11681835,syn11681835,1702836104475,3421893,131502012,535328903,1c439a44249aad18d52a149b84353336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn53141498,SRR15067162.fastq.gz,1702333865900,3342573,d7bd494a-9479-4141-8a76-9a5512f70b06,file,1,syn33394051,syn11681835,syn11681835,1702836104531,3421893,131502019,530595537,57b971b7f80a3fa409354ae12bdc2c7c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTAP,NA,NA,NA,NA,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,syn11681835,NA,NA,NA,NA,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
